p_num,p_na,p_ty,p_rad,p_ad,p_lat,p_lon,p_ce_na,p_pho,p_ce_ad
41430-00032,모락공원,어린이공원,nan,경기도 의왕시 오전동 236-29,37.3591996042,126.9734949677,경기도 의왕시청,031-345-3534,경기도 의왕시
43745-00009,초중제5호어린이공원,어린이공원,nan,충청북도 증평군 증평읍 초중리 606-2,36.776701,127.571515,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00010,초중제6호어린이공원,어린이공원,nan,충청북도 증평군 증평읍 초중리 598-2,36.77909829,127.5750694,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00012,화성소공원,소공원,nan,충청북도 증평군 도안면 화성리 619,36.8142834,127.6125206,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00013,미암소공원,소공원,nan,충청북도 증평군 증평읍 미암리 1065,36.795399,127.5932808,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00014,미암공원,근린공원,nan,충청북도 증평군 증평읍 미암리 1056,36.79860407,127.590807,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00015,무지개공원,어린이공원,nan,충청북도 증평군 증평읍 송산리 894,36.792873,127.583651,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00016,딩딩동공원,어린이공원,nan,충청북도 증평군 증평읍 송산리 718,36.790824,127.5753099,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00017,새싹공원,어린이공원,nan,충청북도 증평군 증평읍 송산리 765,36.792773,127.578976,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00018,송산공원,근린공원,nan,충청북도 증평군 증평읍 송산리 817,36.79108769,127.580514,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00019,한울공원,근린공원,nan,충청북도 증평군 증평읍 송산리 725,36.788792,127.576563,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00020,대마산들공원,근린공원,nan,충청북도 증평군 증평읍 송산리 823,36.79427344,127.5833204,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00021,별천지공원,근린공원,nan,충청북도 증평군 증평읍 율리 809,36.71608418,127.6374333,충청북도 증평군청 휴양랜드사업소,043-835-4581,충청북도 증평군
43745-00022,봉천생태하천공원,수변공원,nan,충청북도 증평군 증평읍 율리 514,36.7164656,127.638416,충청북도 증평군청 환경위생과,043-835-3623,충청북도 증평군
43745-00023,노암제1호소공원,소공원,nan,충청북도 증평군 도안면 노암리 895,36.81691126,127.589269,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00024,노암제2호소공원,소공원,nan,충청북도 증평군 도안면 노암리 912,36.81936418,127.5956198,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00025,노암근린공원,근린공원,nan,충청북도 증평군 도안면 노암리 903,36.82196197,127.5935037,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00026,단군전역사공원,역사공원,nan,충청북도 증평군 증평읍 증평리 80,36.78119822,127.583059,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00027,자전거공원,문화공원,nan,충청북도 증평군 증평읍 덕상리 730-3,36.76739401,127.604767,충청북도 증평군청 도시건축과,043-835-3933,충청북도 증평군
43745-00028,연병호선생역사공원,역사공원,nan,충청북도 증평군 도안면 석곡리 569,36.82987679,127.6196445,충청북도 증평군청 체육진흥과,043-835-4923,충청북도 증평군
43745-00029,단지바우제1호소공원,소공원,nan,충청북도 증평군 증평읍 미암리 1074,36.79553579,127.590835,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00030,단지바우제2호소공원,소공원,nan,충청북도 증평군 증평읍 미암리 591-2,36.79480405,127.5909036,충청북도 증평군청 축산산림과,043-835-3483,충청북도 증평군
43745-00031,연제근상사호국공원,역사공원,nan,충청북도 증평군 도안면 화성리 437,36.8154972,127.6098628,충청북도 증평군청 체육진흥과,043-835-4923,충청북도 증평군
11350-00001,수락산&lt;시공원&gt;,기타,nan,서울특별시 노원구 상계동 산3-1,37.691731,127.0660338,nan,nan,서울특별시 노원구
11350-00002,불암산&lt;시공원&gt;,기타,서울특별시 노원구 한글비석로12길 51-49,서울특별시 노원구 중계동 산101-1,37.6548441824,127.0811811566,nan,nan,서울특별시 노원구
11350-00026,영축산&lt;시공원&gt;,근린공원,서울특별시 노원구 광운로 141(월계동),서울특별시 노원구 월계동 산108,37.62834719,127.057541,nan,nan,서울특별시 노원구
11350-00018,초안산&lt;시공원&gt;,근린공원,서울특별시 노원구 마들로5길 91,서울특별시 노원구 월계동 산1,37.64354845,127.0514587,nan,nan,서울특별시 노원구
11380-00095,구산동마을공원확대,기타공원,nan,서울특별시 은평구 구산동 345-6,37.61512,126.90778,서울특별시 은평구시설관리공단,02-350-5248,서울특별시 은평구
11380-00096,구산초교앞마을마당,기타공원,nan,서울특별시 은평구 구산동 153-2,37.595602,126.919066,서울특별시 은평구시설관리공단,02-350-5248,서울특별시 은평구
11380-00097,팜스퀘어 소공원,기타공원,nan,서울특별시 은평구 대조동 240-3,37.597018,126.906734,서울특별시 은평구시설관리공단,02-350-5248,서울특별시 은평구
11380-00098,신사2동 공공공지,기타공원,nan,서울특별시 은평구 신사2동 163-51,37.593894,126.908112,서울특별시 은평구시설관리공단,02-350-5248,서울특별시 은평구
11380-00099,오손길마을마당,기타공원,nan,서울특별시 은평구 응암동 365-30,37.591562,126.902567,서울특별시 은평구시설관리공단,02-350-5248,서울특별시 은평구
11380-00100,평화공원,기타공원,nan,서울특별시 은평구 녹번동 153-1,37.6051488334,126.9230105,서울시특별시 은평구청 공원녹지과,02-351-8014,서울특별시 은평구
11380-00101,물빛공원,기타공원,nan,서울특별시 은평구 갈현동 397,37.6189620031,126.9211621249,서울시특별시 은평구청 공원녹지과,02-351-8014,서울특별시 은평구
44270-00045,공원:149(수청1지구),어린이공원,nan,충청남도 당진시 수청동 549,36.89717148,126.652101,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00046,공원:150(수청1지구),어린이공원,nan,충청남도 당진시 수청동 634-1,36.89388422,126.6500026,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00047,공원:151(수청1지구),어린이공원,nan,충청남도 당진시 수청동 335-1,36.8941085,126.6534648,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00048,공원:152(수청1지구),어린이공원,nan,충청남도 당진시 수청동 655-27,36.89295638,126.6484534,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00049,공원:153(수청1지구),근린공원,nan,충청남도 당진시 수청동 651-6,36.8923914,126.651763,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00050,공원:155(당진도시지역),소공원,nan,충청남도 당진시 읍내동 454-5,36.89707861,126.6288552,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00051,공원:156호,문화공원,nan,충청남도 당진시 읍내동 232-85,36.89397081,126.6319455,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00052,공원:157호,수변공원,nan,충청남도 당진시 채운동 992-1,36.9029601,126.6249087,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00053,공원:158(당진도시지역),소공원,nan,충청남도 당진시 읍내동 454-3,36.89717452,126.6288924,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00054,공원:159,어린이공원,nan,충청남도 당진시 채운동 산65-4,36.8898591,126.624476,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00055,공원:160(당진2지구),어린이공원,nan,충청남도 당진시 우두동 439-3,36.90454486,126.6289607,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00056,공원:161(당진2지구),수변공원,nan,충청남도 당진시 우두동 395-2,36.90518797,126.6321224,충청남도 당진시청,041-350-4182,충청남도 당진시
44270-00057,공원:162(당진2지구),수변공원,nan,충청남도 당진시 우두동 388-1,36.90589343,126.6335824,충청남도 당진시청,041-350-4182,충청남도 당진시
30230-00083,평촌1,기타,nan,대전광역시 대덕구 평촌동 산4-1,36.437995,127.4357678965,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
27720-00001,동부제1어린이공원,어린이공원,nan,대구광역시 군위군 군위읍 동부리 376-3,36.23775316,128.5707855,대구광역시 군위군청,054-380-6247,대구광역시 군위군
27720-00002,서부제2어린이공원,어린이공원,nan,대구광역시 군위군 군위읍 서부리 365-1,36.2352952,128.564392,대구광역시 군위군청,054-380-6247,대구광역시 군위군
27720-00003,서부제3어린이공원,어린이공원,nan,대구광역시 군위군 군위읍 서부리 427-3,36.237895,128.565894,대구광역시 군위군청,054-380-6247,대구광역시 군위군
52790-00012,외정공원,수변공원,nan,전북특별자치도 고창군 고창읍 석정리 131-2,35.431305,126.742774,전북특별자치도 고창군청,063-560-2598,전북특별자치도 고창군
52790-00013,공원,근린공원,nan,전북특별자치도 고창군 고창읍 덕산리 6-1,35.427324,126.6993173,전북특별자치도 고창군청,063-560-2598,전북특별자치도 고창군
52790-00014,공원,소공원,nan,전북특별자치도 고창군 대산면 매산리 198-41,35.339432,126.597932,전북특별자치도 고창군청,063-560-2598,전북특별자치도 고창군
52790-00015,공원,소공원,nan,전북특별자치도 고창군 대산면 매산리 193-16,35.338803,126.597111,전북특별자치도 고창군청,063-560-2598,전북특별자치도 고창군
48840-00001,남산공원,근린공원,경상남도 남해군 남해읍 화전로43번길 20-5,경상남도 남해군 남해읍 서변리 산 1-1,34.832928,127.8939509,경상남도 남해군 산림공원과,055-860-3654,경상남도 남해군
48840-00002,봉황산공원,근린공원,nan,경상남도 남해군 남해읍 북변리 611-2,34.8422695,127.8918647,경상남도 남해군 산림공원과,055-860-3654,경상남도 남해군
48840-00003,차산공원,근린공원,경상남도 남해군 남해읍 선소로16번길 34,경상남도 남해군 남해읍 차산리 746,34.84218638,127.9012598,경상남도 남해군 산림공원과,055-860-3654,경상남도 남해군
30230-00060,후곡,소공원,nan,대전광역시 대덕구 읍내동574-1,36.37771386,127.427555,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00061,임천마당,소공원,nan,대전광역시 대덕구 읍내동517-9,36.3777762983,127.4287098951,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00062,효자2,소공원,nan,대전광역시 대덕구 읍내동219-5,36.37932419,127.4215640691,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00063,대화1,소공원,nan,대전광역시 대덕구 대화동16-145,36.36431024,127.416677,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00064,대화2-1,소공원,nan,대전광역시 대덕구 대화동236,36.3651932271,127.4101925758,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00065,대화2-2,소공원,nan,대전광역시 대덕구 대화동 35-466,36.36573663,127.4121333,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00066,공원(석봉B),소공원,nan,대전광역시 대덕구 석봉동306-31,36.44852314,127.424711,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00067,공원(석봉1),소공원,nan,대전광역시 대덕구 석봉동 482,36.4553344793,127.4249756434,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00068,공원(법동),소공원,nan,대전광역시 대덕구 법동284-10,36.36713991,127.4248477,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00069,공원(와동),소공원,nan,대전광역시 대덕구 와동 39,36.39835755,127.4255348,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00070,동춘당,역사공원,대전광역시 대덕구 동춘당로90 (송촌동),대전광역시 대덕구 송촌동463,36.3653937,127.4402103,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00071,로하스가족,문화공원,nan,대전광역시 대덕구 미호동643-2,36.45651553,127.4741555,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00072,미호만남,문화공원,nan,대전광역시 대덕구 미호동 433,36.4588900001,127.465434438,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
30230-00073,안골,문화공원,대전광역시 대덕구 신탄진동로35번길 21(신탄진동),대전광역시 대덕구 신탄진동137-5,36.4490201,127.432778,대전광역시 대덕구청,042-608-5134,대전광역시 대덕구
